"x.pos","y.pos","response","pp.wts"
457.321492157475,-2166.46860861017,0,3.92946342109948
459.312095774429,-2166.46860861017,0,3.92946342109948
461.302699391382,-2166.46860861017,0,3.92946342109948
463.293303008335,-2166.46860861017,0,3.92946342109948
465.283906625289,-2166.46860861017,0,3.92946342109948
467.274510242242,-2165.96954362391,0,3.92946342109948
626.522799598515,-2165.96954362391,0,3.92946342109948
628.513403215469,-2165.96954362391,0,3.92946342109948
630.504006832422,-2166.46860861017,0,3.92946342109948
632.494610449375,-2166.46860861017,0,3.92946342109948
634.485214066329,-2166.46860861017,0,3.92946342109948
636.475817683282,-2166.46860861017,0,3.92946342109948
638.466421300236,-2166.46860861017,0,3.92946342109948
640.457024917189,-2166.46860861017,0,3.92946342109948
642.447628534142,-2166.46860861017,0,3.92946342109948
644.438232151096,-2166.46860861017,0,3.92946342109948
646.428835768049,-2166.46860861017,0,3.92946342109948
648.419439385003,-2166.46860861017,0,3.92946342109948
650.410043001956,-2166.46860861017,0,3.92946342109948
652.400646618909,-2166.46860861017,0,3.92946342109948
654.391250235863,-2166.46860861017,0,3.92946342109948
656.381853852816,-2166.46860861017,0,3.92946342109948
658.37245746977,-2166.46860861017,0,3.92946342109948
660.363061086723,-2166.46860861017,0,3.92946342109948
662.353664703677,-2166.46860861017,0,3.92946342109948
664.34426832063,-2166.46860861017,0,3.92946342109948
666.334871937583,-2166.46860861017,0,3.92946342109948
668.325475554537,-2166.46860861017,0,3.92946342109948
670.31607917149,-2166.46860861017,0,3.92946342109948
672.306682788444,-2166.46860861017,0,3.92946342109948
674.297286405397,-2166.46860861017,0,3.92946342109948
676.28789002235,-2166.46860861017,0,3.92946342109948
678.278493639304,-2166.46860861017,0,3.92946342109948
680.269097256257,-2166.46860861017,0,3.92946342109948
682.259700873211,-2166.46860861017,0,3.92946342109948
684.250304490164,-2166.46860861017,0,3.92946342109948
686.240908107118,-2166.46860861017,0,3.92946342109948
688.231511724071,-2166.46860861017,0,3.92946342109948
690.222115341024,-2166.46860861017,0,3.92946342109948
692.212718957978,-2166.46860861017,0,3.92946342109948
694.203322574931,-2166.46860861017,0,3.92946342109948
696.193926191885,-2166.46860861017,0,3.92946342109948
698.184529808838,-2166.46860861017,0,3.92946342109948
700.175133425792,-2166.46860861017,0,3.92946342109948
702.165737042745,-2166.46860861017,0,3.92946342109948
704.156340659698,-2166.46860861017,0,3.92946342109948
706.146944276652,-2165.96954362391,0,3.92946342109948
429.453041520127,-2164.47234866514,0,3.92946342109948
431.443645137081,-2164.47234866514,0,3.92946342109948
433.434248754034,-2164.47234866514,0,3.92946342109948
435.424852370988,-2164.47234866514,0,3.92946342109948
437.415455987941,-2164.47234866514,0,3.92946342109948
439.406059604894,-2164.47234866514,0,3.92946342109948
441.396663221848,-2164.47234866514,0,3.92946342109948
443.387266838801,-2164.47234866514,0,3.92946342109948
445.377870455755,-2164.47234866514,0,3.92946342109948
447.368474072708,-2164.47234866514,0,3.92946342109948
449.359077689662,-2164.47234866514,0,3.92946342109948
451.349681306615,-2164.47234866514,0,3.92946342109948
453.340284923568,-2164.47234866514,0,3.92946342109948
455.330888540522,-2164.47234866514,0,3.92946342109948
457.321492157475,-2164.47234866514,0,3.92946342109948
459.312095774429,-2164.47234866514,0,3.92946342109948
461.302699391382,-2164.47234866514,0,3.92946342109948
463.293303008335,-2164.47234866514,0,3.92946342109948
465.283906625289,-2164.47234866514,0,3.92946342109948
467.274510242242,-2164.47234866514,0,3.92946342109948
469.265113859196,-2164.47234866514,0,3.92946342109948
471.255717476149,-2163.97328367888,0,3.92946342109948
620.550988747655,-2163.97328367888,0,3.92946342109948
622.541592364608,-2163.97328367888,0,3.92946342109948
624.532195981562,-2164.47234866514,0,3.92946342109948
626.522799598515,-2164.47234866514,0,3.92946342109948
628.513403215469,-2164.47234866514,0,3.92946342109948
630.504006832422,-2164.47234866514,0,3.92946342109948
632.494610449375,-2164.47234866514,0,3.92946342109948
634.485214066329,-2164.47234866514,0,3.92946342109948
636.475817683282,-2164.47234866514,0,3.92946342109948
638.466421300236,-2164.47234866514,0,3.92946342109948
640.457024917189,-2164.47234866514,0,3.92946342109948
642.447628534142,-2164.47234866514,0,3.92946342109948
644.438232151096,-2164.47234866514,0,3.92946342109948
646.428835768049,-2164.47234866514,0,3.92946342109948
648.419439385003,-2164.47234866514,0,3.92946342109948
650.410043001956,-2164.47234866514,0,3.92946342109948
652.400646618909,-2164.47234866514,0,3.92946342109948
654.391250235863,-2164.47234866514,0,3.92946342109948
656.381853852816,-2164.47234866514,0,3.92946342109948
658.37245746977,-2164.47234866514,0,3.92946342109948
660.363061086723,-2164.47234866514,0,3.92946342109948
662.353664703677,-2164.47234866514,0,3.92946342109948
664.34426832063,-2164.47234866514,0,3.92946342109948
666.334871937583,-2164.47234866514,0,3.92946342109948
668.325475554537,-2164.47234866514,0,3.92946342109948
670.31607917149,-2164.47234866514,0,3.92946342109948
672.306682788444,-2164.47234866514,0,3.92946342109948
674.297286405397,-2164.47234866514,0,3.92946342109948
676.28789002235,-2164.47234866514,0,3.92946342109948
678.278493639304,-2164.47234866514,0,3.92946342109948
680.269097256257,-2164.47234866514,0,3.92946342109948
682.259700873211,-2164.47234866514,0,3.92946342109948
684.250304490164,-2164.47234866514,0,3.92946342109948
686.240908107118,-2164.47234866514,0,3.92946342109948
688.231511724071,-2164.47234866514,0,3.92946342109948
690.222115341024,-2164.47234866514,0,3.92946342109948
692.212718957978,-2164.47234866514,0,3.92946342109948
694.203322574931,-2164.47234866514,0,3.92946342109948
696.193926191885,-2164.47234866514,0,3.92946342109948
698.184529808838,-2164.47234866514,0,3.92946342109948
700.175133425792,-2164.47234866514,0,3.92946342109948
702.165737042745,-2164.47234866514,0,3.92946342109948
704.156340659698,-2164.47234866514,0,3.92946342109948
706.146944276652,-2164.47234866514,0,3.92946342109948
708.137547893605,-2164.47234866514,0,3.92946342109948
710.128151510558,-2163.97328367888,0,3.92946342109948
427.462437903174,-2162.4760887201,0,3.92946342109948
429.453041520127,-2162.4760887201,0,3.92946342109948
431.443645137081,-2162.4760887201,0,3.92946342109948
433.434248754034,-2162.4760887201,0,3.92946342109948
435.424852370988,-2162.4760887201,0,3.92946342109948
437.415455987941,-2162.4760887201,0,3.92946342109948
439.406059604894,-2162.4760887201,0,3.92946342109948
